level,dataset,cohort,model,mode,condition,baseline_condition,n,value_change_rate,mean_confidence_delta,mean_evidence_jaccard,mean_reasoning_jaccard
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C13,C01,99,0.24242424242424243,0.010101010101010102,0.050090072512175725,0.17944596264436588
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C14,C01,99,0.31313131313131315,0.010606060606060605,0.05219027172406863,0.1753336547233082
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C02,C01,189,0.21693121693121692,-0.06412698412698413,0.5052207546724324,0.5363607898201933
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C05,C01,189,0.42328042328042326,0.00037037037037037306,0.2704681208390907,0.4067817837545297
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C06,C01,189,0.455026455026455,-0.0511111111111111,0.2534327729827469,0.3866751199297892
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C09,C01,189,0.21693121693121692,-0.01677248677248677,0.5997478387961143,0.545837183286207
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C10,C01,189,0.291005291005291,-0.10523809523809524,0.4981094194523836,0.48285231677575824
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C13,C01,189,0.5291005291005291,-0.03433862433862433,0.31944524188196993,0.411550205318926
overall_grade,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C14,C01,189,0.5238095238095238,-0.05761904761904761,0.2975020948478572,0.4367131976388714
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C02,C01,189,0.23809523809523808,-0.04867724867724867,0.5839723971218014,0.5515422086572304
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C05,C01,189,0.30158730158730157,-0.010370370370370365,0.34638614497609066,0.45748124168341897
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C06,C01,189,0.3968253968253968,-0.03137566137566137,0.3272138582266017,0.45250631340037945
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C09,C01,189,0.14285714285714285,-0.035502645502645494,0.6979907443620913,0.5575593279014398
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C10,C01,189,0.23809523809523808,-0.08973544973544972,0.5912264085784122,0.5232706533793068
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C13,C01,189,0.5185185185185185,-0.07597883597883597,0.20320823102580834,0.2603560823732102
overall_grade,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C14,C01,189,0.455026455026455,-0.07825396825396826,0.21812365386336868,0.32355925649186007
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C02,C01,189,0.1746031746031746,-0.020158730158730154,0.6052136392728495,0.594142731575266
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C05,C01,189,0.20105820105820105,0.013492063492063493,0.19507391746393185,0.3437978776180394
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C06,C01,189,0.36507936507936506,-0.002486772486772481,0.3134673774284849,0.5240154061498391
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C09,C01,189,0.08994708994708994,0.006137566137566136,0.6893364346982808,0.6323176772110775
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C10,C01,189,0.1693121693121693,-0.02137566137566137,0.6182292201527878,0.5457222350341066
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C13,C01,189,0.2275132275132275,0.0030687830687830694,0.2698308089258704,0.3149827684135434
overall_grade,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C14,C01,189,0.3439153439153439,-0.004126984126984123,0.27131288062057274,0.39091240371330377
